id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
418	biomethanol	-0.4095	-0.6807	2	195	238	18	2011.8889
419	bioplastic	-0.4997	-0.0878	4	103	111	11	2016.2727
420	biopolymer	-0.4739	0.3732	1	225	270	19	2017.6316
421	bioprocess	-0.7234	0.1057	4	368	584	39	2015.7949
422	bioproduct	-0.6628	-0.1639	2	549	886	62	2018.1774
423	bioreactor	-0.7437	0.2047	4	598	1298	92	2015.6413
424	biorefinery	-0.5922	-0.3118	2	1335	4305	296	2017.2568
425	biorefinery approach	-0.5803	0.0127	4	350	489	31	2018.5484
426	biorefinery concept	-0.5549	-0.1708	2	359	478	33	2017.5758
427	biorefinery process	-0.5677	0.0213	2	238	317	22	2019.3636
428	biorefinery system	-0.6202	-0.4709	2	183	252	15	2018.2667
429	bioremediation	-0.5383	0.027	4	412	706	56	2017.5357
430	biosurfactant	-0.4365	0.1082	4	91	121	13	2018.3077
431	biosynthesis	-0.7069	0.1656	4	546	1407	95	2016.5684
432	biotechnology	-0.7115	-0.175	4	286	431	33	2015.1515
433	biotransformation	-0.4259	0.1388	4	186	258	23	2016.8696
434	bisabolene	-0.6329	0.1829	4	103	152	14	2016.2857
435	black carbon	0.1397	-0.4868	2	297	579	49	2013.2041
436	black liquor	-0.5138	-0.2082	2	127	147	13	2015.3077
437	black soldier fly	-0.5601	0.144	4	75	103	10	2016.4
438	blend	0.8194	-0.1134	3	2662	26261	1715	2016.277
439	blend fuel	1.0365	-0.2018	3	431	788	42	2015.5476
440	blend level	0.705	-0.3771	3	163	226	16	2013.25
441	blend ratio	0.9836	-0.1554	3	592	1301	71	2016.0704
442	blended biodiesel	0.7321	-0.0544	3	148	205	15	2016.8667
443	blended biofuel	0.9695	-0.0512	3	170	230	16	2017.5625
444	blended fuel	1.0658	-0.1249	3	812	2472	147	2016.4898
445	blending ratio	0.7621	-0.1912	3	580	1091	66	2017.0152
446	bligh	-0.6742	0.3394	4	170	225	13	2016.9231
447	bmep	1.438	-0.2623	3	391	982	38	2017
448	bod	-0.9381	0.13	4	136	196	11	2017.8182
449	botryococcus braunii	-0.7109	0.0661	4	254	352	26	2017.2308
450	bottleneck	-0.6782	-0.2366	4	538	864	65	2016.2462
451	box behnken design	-0.1028	0.5206	1	297	443	26	2018.4231
452	brake	1.3727	-0.2178	3	546	1692	82	2016.7073
453	brake power	1.1968	-0.1317	3	669	2415	130	2015.9308
454	brake specific energy consumption	1.4035	-0.0788	3	379	988	47	2017.617
455	brake specific fuel consumption	1.2653	-0.12	3	937	4470	218	2016.8073
456	brake thermal efficiency	1.3465	-0.1204	3	1200	9686	474	2017.1097
457	brassica napus	-0.6527	-0.3273	2	194	239	17	2015.4706
458	brassica napus l	-0.5811	-0.5634	2	148	205	17	2014.8235
459	break thermal efficiency	1.4358	-0.1521	3	139	223	12	2015.5833
460	brnsted acid site	-0.1316	0.9091	1	207	322	17	2019.9412
461	bronsted acid site	-0.1599	0.9976	1	132	200	11	2015.7273
462	brunauer emmett teller	-0.0273	0.9375	1	289	535	23	2017.7391
463	brunaueremmettteller	-0.1574	0.9075	1	162	266	12	2019.9167
464	bsec	1.3618	-0.0463	3	436	1182	49	2017.5918
465	bsfc	1.3233	-0.1326	3	986	5645	262	2017.4962
466	btdc	1.5482	-0.189	3	381	1110	47	2017.2553
467	bte	1.3205	-0.1104	3	1060	6273	286	2018.4685
468	btl	-0.1767	-0.4715	2	247	347	36	2013.3611
469	building	-0.1864	-0.7104	2	261	363	25	2014.64
470	burden	-0.2859	-0.5401	2	478	704	51	2016.5294
471	burner	0.7653	0.0681	3	351	763	60	2015.15
472	burning rate	0.8209	-0.0897	3	159	217	17	2016.4706
473	bus	0.1929	-0.6465	2	441	789	62	2014.3871
474	business	-0.3095	-0.8015	2	438	791	55	2015.1636
475	butadiene	0.701	-0.0628	3	255	384	18	2015.6111
476	butanediol	-0.6042	0.207	4	164	223	15	2016.6667
477	butanol blend	1.2328	-0.204	3	361	747	37	2018.3784
478	butanol isomer	0.5613	0.1833	3	135	186	14	2017.1429
479	butanol production	-0.6057	-0.0548	4	223	345	29	2017.3448
480	butanone	0.4232	0.3171	3	153	193	13	2016.6154
481	butene	0.2526	0.2176	3	122	147	11	2016.1818
482	butyl butyrate	0.0607	0.2861	1	158	206	14	2018.0714
483	butyl levulinate	-0.1069	0.5795	1	134	186	15	2016.7333
484	butyric acid	-0.4391	0.1363	4	250	358	29	2016.6207
485	c min	0.0685	0.5394	1	256	458	31	2017.0323
486	c min1	-0.1033	0.6172	1	101	133	10	2019.1
487	c n ratio	-0.8696	0.1699	4	252	403	26	2015.6154
488	c protothecoide	-1.0175	0.1707	4	133	236	12	2013.9167
489	c reaction temperature	0.0536	0.7077	1	386	753	41	2016.6829
490	c reinhardtii	-0.9518	0.1877	4	127	182	11	2016.1818
491	c sativa	-0.6214	-0.2579	2	106	151	11	2016.7273
492	c sorokiniana	-0.9652	0.1714	4	216	382	20	2017.35
493	c temperature	-0.1882	0.5032	1	329	512	33	2017.8485
494	c vulgaris	-0.881	0.1195	4	310	560	31	2016.6452
495	c10	-0.0774	0.5192	1	217	255	17	2017
496	c12	-0.4216	0.4651	4	229	299	19	2015
497	c15	-0.362	0.5698	1	199	271	17	2017.2941
498	c16	-0.7794	0.253	4	454	874	52	2016.1346
499	c18	-0.3366	0.4969	1	340	484	34	2015.7941
500	c180	-0.719	0.2046	4	361	651	35	2016.0571
501	c181	-0.7176	0.1984	4	545	1192	69	2016.2029
502	c182	-0.598	0.2248	4	405	774	48	2016.0417
503	c183	-0.6422	0.1518	4	237	376	22	2014.7273
504	ca btdc	1.4088	-0.0814	3	208	406	16	2018.5
505	ca2	-0.0187	0.4277	1	150	172	11	2016.3636
506	ca50	1.4272	-0.2654	3	148	240	12	2018.3333
507	cad	1.0701	-0.283	3	207	290	13	2015.7692
508	calcination	-0.109	0.9274	1	510	1210	63	2016.8889
509	calcination temperature	-0.039	0.969	1	276	575	32	2015.6875
510	calcium	-0.0424	0.3622	1	372	553	36	2016
511	calcium carbonate	-0.1766	0.9233	1	119	165	10	2015.9
512	calcium oxide	-0.0849	0.9038	1	366	864	49	2017.3265
513	calibration	0.683	-0.0558	3	382	620	47	2016.5745
514	calibration model	0.2976	0.1599	1	115	199	16	2013.75
515	california	-0.0958	-0.7082	2	264	389	27	2014.2222
516	calophyllum	0.6137	0.4078	1	234	362	19	2017.1579
517	calophyllum inophyllum biodiesel	1.0542	0.0782	3	178	282	15	2018
518	calophyllum inophyllum methyl ester	0.9765	0.0089	3	158	217	10	2018.7
519	calophyllum inophyllum oil	0.0196	0.701	1	168	228	14	2017.8571
520	camelina	-0.5057	-0.413	2	602	1336	95	2015.8105
521	camelina sativa	-0.5128	-0.2827	2	363	646	46	2015.6304
522	camelina sativa l	-0.5355	-0.5569	2	177	256	18	2015.3333
523	camelina sativa l crantz	-0.4948	-0.3828	2	109	151	12	2015.5833
524	canada	-0.2413	-0.5584	2	418	618	41	2014.7073
525	canola biodiesel	0.6299	-0.1141	3	175	223	16	2016.8125
526	canola methyl ester	0.8868	0.0099	3	113	168	12	2011.6667
527	cao	-0.0609	0.8646	1	648	1949	108	2017.4167
528	cao catalyst	-0.1106	0.793	1	271	516	26	2017.5
529	cap	-0.489	-0.5266	2	235	301	18	2017.7222
530	capital	-0.5717	-0.4312	2	510	924	65	2015.4
531	capital cost	-0.5988	-0.4237	2	506	1014	65	2015.9231
532	capital investment	-0.488	-0.294	2	381	605	39	2016.3077
533	capture	-0.3388	-0.4872	2	301	408	30	2016.2333
534	car	-0.1209	-0.6274	2	636	1177	89	2013.5056
535	carbohydrate	-0.621	0.2005	4	1058	2763	181	2017.0055
536	carbohydrate content	-0.7797	0.0928	4	241	363	23	2018.2609
537	carbon capture	-0.3178	-0.6653	2	365	609	41	2017.2195
538	carbon credit	-0.5512	-0.7232	2	212	289	17	2016.8235
539	carbon deposit	0.9972	0.1111	3	189	292	16	2013.25
540	carbon deposition	0.0388	0.4541	1	138	165	12	2016.3333
541	carbon efficiency	-0.4232	0.1377	1	205	258	18	2017.6667
542	carbon emission	-0.1451	-0.6151	2	767	1428	100	2016.12
543	carbon flux	-0.8279	0.056	4	158	214	13	2016.4615
544	carbon intensity	-0.2654	-0.6939	2	267	408	29	2016.5517
545	carbon monoxide	1.0456	-0.213	3	1609	9785	517	2016.0329
546	carbon monoxide emission	1.3574	-0.2161	3	463	1230	65	2017.2308
547	carbon nanotube	0.5332	0.4277	1	393	671	41	2018.1463
548	carbon number	-0.0631	0.5811	1	264	369	28	2016.8929
549	carbon price	-0.5427	-0.8055	2	149	206	13	2016.3846
550	carbon residue	0.1432	0.3802	1	352	541	43	2014.7209
551	carbon sequestration	-0.585	-0.5748	2	444	682	39	2015.0769
552	carbon source	-0.7901	0.1601	4	895	2529	165	2016.0242
553	carbon steel	0.0877	0.2993	1	87	130	16	2015.875
554	carbon stock	-0.5312	-0.9129	2	169	285	20	2013.1
555	carbon substrate	-0.9637	0.343	4	117	169	11	2015.1818
556	carbon yield	-0.2839	0.4166	1	155	198	15	2016.7333
557	carbonaceous aerosol	0.1549	-0.502	2	102	185	16	2013.4375
558	carbonization	-0.2722	0.4944	1	365	548	35	2018.1429
559	carbonyl	0.4424	0.0873	3	457	806	50	2015.74
560	carbonyl compound	0.5395	0.1326	3	350	582	37	2014.4865
561	carbonyl emission	0.7638	-0.3185	3	144	260	15	2012.9333
562	carbonyl group	0.2136	0.4795	1	256	366	25	2017.24
563	carboxyl group	-0.1019	0.6685	1	205	289	16	2017.5
564	carboxylic acid	-0.1053	0.5491	1	715	1613	106	2015.6792
565	carboxylic group	-0.0902	0.7141	1	139	185	11	2016.4545
566	cardanol	1.0535	0.028	3	107	166	13	2016.3846
567	carotenoid	-0.9549	0.0744	4	189	294	18	2017.8333
568	carrier gas	-0.0591	0.6396	1	93	111	10	2013.8
569	case study	-0.4457	-0.6605	2	1241	4112	309	2015.8641
570	cashew nut shell liquid	0.7251	0.0866	3	197	323	20	2016.55
571	cassava	-0.5174	-0.6712	2	252	365	25	2014.32
572	castor bean	-0.4396	-0.6857	2	139	174	14	2017.1429
573	castor oil biodiesel	0.2664	-0.1244	3	146	183	13	2014.3077
574	catalysis	-0.2339	0.5183	1	753	1454	113	2016.3274
575	catalyst	-0.0706	0.7035	1	2547	29790	1951	2016.4362
576	catalyst activity	0.0108	0.7287	1	350	539	32	2017.0625
577	catalyst amount	-0.0151	0.8613	1	601	1718	96	2016.0521
578	catalyst concentration	-0.0184	0.6779	1	852	3162	206	2015.3301
579	catalyst deactivation	-0.1769	0.741	1	313	478	31	2017.2903
580	catalyst dosage	-0.1151	0.934	1	296	575	33	2017.2424
581	catalyst load	-0.1248	0.9428	1	165	231	12	2019.5833
582	catalyst loading	-0.1484	0.8557	1	892	3071	160	2018.1813
583	catalyst performance	0.028	0.7414	1	229	300	19	2017.4737
584	catalyst preparation	-0.2813	0.7587	1	196	268	14	2018.2143
585	catalyst property	-0.1224	0.8172	1	130	161	11	2017.7273
586	catalyst ratio	-0.1153	0.8352	1	243	357	21	2017.7143
587	catalyst reusability	-0.0762	0.9217	1	188	275	13	2018.6154
588	catalyst stability	-0.0537	0.7528	1	167	216	15	2015.5333
589	catalyst support	-0.2098	0.8585	1	188	267	14	2018.5714
590	catalyst surface	-0.1031	0.9492	1	259	404	23	2017.5652
591	catalyst system	0.0914	0.6278	1	275	392	25	2016.52
592	catalyst type	-0.1963	0.6356	1	293	450	30	2015.8
593	catalytic	-0.1475	0.7156	1	437	802	51	2017.1765
594	catalytic activity	-0.1231	0.8685	1	956	3614	207	2016.9952
595	catalytic application	-0.1585	0.8331	1	132	161	12	2019.1667
596	catalytic behavior	-0.0251	0.8307	1	182	248	15	2017.6
597	catalytic conversion	-0.2088	0.6111	1	667	1283	84	2016.2619
598	catalytic converter	0.7915	-0.3609	3	203	284	18	2014.3333
599	catalytic cracking	-0.1076	0.7107	1	572	1417	93	2016.5484
600	catalytic cracking process	-0.0429	0.775	1	188	265	17	2017.3529
601	catalytic deoxygenation	-0.1013	0.8075	1	337	626	38	2017.4211
602	catalytic effect	0.0514	0.5033	1	264	347	26	2017.9231
603	catalytic efficiency	-0.1984	0.7292	1	263	411	23	2018.1739
604	catalytic fast pyrolysis	-0.1056	0.4371	1	276	439	26	2018.0769
605	catalytic hydrodeoxygenation	-0.1249	0.8115	1	277	475	29	2017.5862
606	catalytic hydrogenation	-0.2128	0.4292	1	260	374	27	2016.4074
607	catalytic hydropyrolysis	-0.2744	0.3122	1	155	197	12	2019.0833
608	catalytic hydrotreating	-0.3513	0.3691	1	164	204	12	2017.5
609	catalytic hydrotreatment	-0.3169	0.4817	1	178	242	13	2016.6154
610	catalytic performance	-0.1136	0.8986	1	731	2181	125	2017.896
611	catalytic process	-0.2552	0.5456	1	475	755	50	2016.88
612	catalytic property	-0.116	0.7829	1	320	487	32	2017.125
613	catalytic pyrolysis	-0.2102	0.6164	1	514	1115	76	2017.2895
614	catalytic reaction	-0.221	0.702	1	419	669	41	2017.439
615	catalytic system	-0.037	0.6836	1	460	828	60	2017.0333
616	catalytic transesterification	-0.1316	0.3221	1	170	237	18	2017
617	catalytic transformation	-0.2358	0.6546	1	177	241	18	2017.5
618	catalytic upgrading	-0.3265	0.5454	1	501	901	55	2017.1273
619	catalyzed transesterification	0.13	0.313	1	269	419	25	2016
620	catechol	-0.0974	0.5162	1	183	234	15	2017.4
621	cation	-0.0754	0.7261	1	301	468	33	2016.2121
622	cattle	-0.4169	-0.6241	2	139	157	15	2016.3333
623	cavitation	0.8688	0.1102	3	141	212	17	2015.5294
624	cc bond	0.2456	0.5039	1	165	185	12	2015.6667
625	ccd	0.0012	0.5539	1	584	1315	65	2017.7231
626	ccrd	0.4403	0.4288	1	162	249	12	2012.9167
627	ccs	-0.2856	-0.4739	2	275	378	21	2015.6667
628	cdw	-0.9791	0.1835	4	131	195	11	2016.2727
629	cell	-0.485	0.0751	4	1356	4394	328	2015.7195
630	cell density	-0.9352	0.2086	4	296	594	36	2016.4167
631	cell disruption	-0.6654	0.3154	4	234	409	29	2017.4138
632	cell dry weight	-0.9757	0.2572	4	187	320	16	2015.625
633	cell growth	-0.9489	0.1668	4	362	813	52	2015.2692
634	cell viability	-0.1505	-0.0136	4	109	134	10	2016.8
635	cell wall	-0.7313	0.2967	4	284	443	26	2015.7308
636	cellulase	-0.7102	0.2327	4	154	212	16	2016.125
637	cellulosic biofuel	-0.4665	-0.6345	2	282	417	35	2014.8571
638	cellulosic ethanol	-0.5097	-0.6246	2	386	606	40	2014.025
639	cellulosic ethanol production	-0.5901	-0.4893	2	152	199	12	2016.4167
640	cellulosic feedstock	-0.5427	-0.4848	2	145	172	12	2013.9167
641	central composite design	-0.0243	0.5243	1	789	2109	115	2017.6087
642	central composite rotatable design	0.3399	0.5491	1	176	296	16	2012.75
643	century	-0.3335	-0.5147	2	328	476	36	2015.1944
644	ceo2	0.6692	0.5137	1	322	576	28	2017.5714
645	cereal	-0.4135	-0.5273	2	200	265	21	2013.8095
646	cerium	0.2843	0.8003	1	216	296	15	2016.8667
647	cerium oxide	1.2264	0.0831	3	277	542	28	2018.2857
648	cerium oxide nanoparticle	1.3829	0.0488	3	146	265	14	2018.6429
649	certification	-0.1969	-0.8052	2	206	281	22	2014.2273
650	cfd	0.9064	-0.0046	3	252	393	26	2017.1154
651	cfpp	-0.042	0.2149	4	379	677	57	2015.5088
652	ch3	0.4551	0.3561	3	129	163	13	2015.9231
653	chamber	0.6646	-0.16	3	725	1510	106	2015.783
654	chapter	-0.4788	-0.5798	2	147	179	23	2012.6957
655	char	-0.2138	0.36	1	555	1161	86	2016.6279
656	char yield	-0.2279	0.543	1	165	251	20	2016.7
657	characterization result	-0.0634	0.7908	1	318	503	28	2017.75
658	characterization technique	0.0614	0.6745	1	202	259	15	2017.5333
659	chassis dynamometer	0.8266	-0.4361	3	288	527	35	2015.3429
660	chemical feedstock	-0.4257	0.3468	1	142	169	13	2016.6923
661	chemical kinetic	0.6597	0.1868	3	219	342	27	2016.5185
662	chemical oxygen demand	-0.8652	0.1136	4	369	773	47	2018
663	chemical production	-0.6804	-0.1056	4	190	225	16	2017.8125
664	chemical synthesis	-0.428	0.1643	4	137	152	12	2015.5833
665	child	0.0832	-0.5538	2	139	188	15	2014.7333
666	chile	-0.4596	-0.6489	2	174	223	16	2013.75
667	chitosan	-0.4125	0.6338	1	138	167	12	2016.5
668	chlamydomonas	-0.8956	0.1319	4	156	213	14	2017.0714
669	chlamydomonas reinhardtii	-0.9204	0.1747	4	191	332	19	2015.6316
670	chlorella	-0.7434	0.1977	4	946	2718	166	2016.253
671	chlorella protothecoide	-0.8647	0.1562	4	268	515	33	2013.9697
672	chlorella pyrenoidosa	-0.747	0.3142	4	200	306	22	2015.2273
673	chlorella sorokiniana	-0.8758	0.1583	4	268	470	27	2018.1852
674	chlorella sp	-0.8211	0.2013	4	238	366	23	2016.4783
675	chlorella vulgaris	-0.7524	0.1362	4	653	1437	87	2016.3103
676	chloroform	-0.5419	0.4168	4	237	390	26	2017.1154
677	chloroform methanol	-0.6662	0.2949	4	148	182	10	2016.5
678	chlorophyll	-0.8361	0.0376	4	301	553	37	2016.9459
679	chlorophyll content	-0.7772	-0.1202	4	235	354	24	2015.9167
680	chlorophyta	-0.9027	0.0828	4	124	180	11	2016.7273
681	chp	-0.264	-0.54	2	362	562	43	2013.2093
682	ci engine	1.2133	-0.126	3	1035	4932	271	2017.0886
683	ci engine performance	1.4615	-0.0975	3	146	223	12	2018.3333
684	circular bioeconomy	-0.5746	-0.2346	2	233	309	18	2021.2222
685	citric acid	-0.6226	0.3726	4	279	435	30	2015.9667
686	clay	-0.1001	0.6594	1	349	582	39	2015.4615
687	clean combustion	1.1769	-0.2239	3	154	219	12	2014.75
688	cleavage	-0.2332	0.6875	1	238	360	22	2017
689	climate change	-0.2584	-0.6425	2	1317	3669	252	2016.1984
690	climate change impact	-0.4744	-0.732	2	162	200	12	2017.8333
691	climate change mitigation	-0.4975	-0.7441	2	288	470	33	2014.6061
692	climate impact	-0.3637	-0.7255	2	223	290	21	2015.7143
693	clostridium	-0.7391	0.1831	4	156	265	22	2016.3636
694	clostridium acetobutylicum	-0.7821	0.1673	4	124	238	23	2016.913
695	cloud point	0.1122	0.3526	1	916	2381	170	2015.7824
696	cluster analysis	-0.3456	-0.4782	2	118	149	14	2014.8571
697	cme	0.7785	-0.1523	3	231	337	24	2013.3333
698	cml	-0.6003	-0.5572	2	155	218	10	2013.5
699	cng	0.533	-0.5949	3	479	896	55	2015.6909
700	cnsl	0.7895	0.1298	3	187	309	20	2016.25
701	cnt	0.378	0.5055	1	219	322	18	2018.1111
702	co concentration	0.8168	-0.3026	3	166	209	15	2015.3333
703	co conversion	-0.3204	0.2578	1	154	205	14	2015.4286
704	co culture	-0.72	0.2248	4	168	229	14	2017.7143
705	co digestion	-0.6819	-0.2905	2	162	244	21	2017.0952
706	co emission	1.1811	-0.234	3	1024	4240	229	2016.5371
707	co liquefaction	-0.4168	0.6686	1	78	119	11	2019.1818
708	co precipitation method	-0.1404	0.9294	1	181	251	13	2017.7692
709	co processing	-0.2503	0.3501	1	264	426	38	2016.9737
710	co product	-0.6097	-0.4138	2	922	2166	138	2015.5652
711	co pyrolysis	-0.178	0.641	1	227	417	36	2018.75
712	co solvent	-0.155	0.5081	1	559	1060	66	2015.7121
713	co substrate	-0.7066	-0.1091	4	167	205	15	2017
714	co2 capture	-0.413	-0.3876	2	200	263	19	2017.3158
715	co2 concentration	-0.5716	-0.0195	4	276	374	26	2015.9231
716	co2 eq	-0.5468	-0.7162	2	315	496	29	2017.0345
717	co2 equivalent	-0.509	-0.6955	2	242	339	22	2014.5455
718	co2 fixation	-0.8143	0.1513	4	162	204	14	2018.4286
719	co2 reduction	0.1469	-0.5737	2	165	220	16	2014.25
720	co2 sequestration	-0.9273	-0.0063	4	156	208	14	2018.7143
721	co2 tpd	-0.056	0.9895	1	212	420	19	2017.0526
722	co2eq	-0.4459	-0.6918	2	243	378	21	2016.3333
723	coated engine	1.1881	-0.0768	3	196	428	20	2017.25
724	coating	0.5556	0.0328	3	502	874	54	2016
725	cobalt	-0.2297	0.6212	1	244	347	20	2017.45
726	cod	-0.8238	0.0827	4	442	909	61	2016.459
727	code	0.9068	-0.128	3	311	511	39	2015.6923
728	cogeneration	-0.354	-0.6097	2	242	335	27	2012.4815
729	coke	-0.1439	0.6859	1	470	1002	64	2016.3125
730	coke deposition	-0.1909	0.7411	1	164	238	15	2016.0667
731	coke formation	-0.1336	0.71	1	271	421	25	2017.4
732	coking	0.1527	0.5038	1	237	316	20	2015.95
733	cold filter	-0.2282	0.2259	4	487	927	80	2014.9375
734	cold filter plugging point	-0.0497	0.2092	4	266	424	34	2015.2647
735	cold flow improver	0.4473	0.277	3	87	121	12	2015.25
736	cold start	0.9235	-0.2961	3	231	360	26	2015.4231
737	colombia	-0.4831	-0.5942	2	338	497	32	2014.875
738	column chromatography	-0.1631	0.462	1	108	141	11	2015.1818
739	combined effect	0.938	-0.1196	3	355	570	30	2017.8333
740	combined heat	-0.2344	-0.4821	2	328	457	33	2015.8182
741	combustion	0.8163	-0.1683	3	2511	20466	1276	2016.3464
742	combustion analysis	1.3015	-0.2912	3	420	958	45	2016.9111
743	combustion behavior	0.8595	0.032	3	437	753	47	2017.2553
744	combustion behaviour	1.0454	-0.324	3	170	225	14	2017.4286
745	combustion chamber	1.1711	-0.1855	3	697	2111	128	2015.9297
746	combustion characteristic	1.2134	-0.0749	3	1193	6221	359	2017.1699
747	combustion chemistry	0.6749	0.3236	3	201	446	29	2015.2759
748	combustion condition	0.7745	0.1387	3	257	361	26	2016.8077
749	combustion duration	1.4132	-0.2437	3	570	1980	96	2017.0625
750	combustion efficiency	0.9988	-0.1852	3	603	1276	78	2015.8462
751	combustion experiment	0.9871	-0.0044	3	204	286	18	2016.2222
752	combustion mechanism	0.8142	0.2723	3	153	247	16	2016.375
753	combustion mode	1.3492	-0.2911	3	331	799	45	2018.1111
754	combustion model	0.9672	0.1031	3	265	449	30	2015.6333
755	combustion parameter	1.3532	-0.2706	3	352	888	44	2017.5909
756	combustion performance	1.0174	-0.0545	3	556	1228	78	2016.8333
757	combustion phase	1.302	-0.2267	3	316	589	27	2016.7407
758	combustion phasing	1.3435	-0.1258	3	308	625	30	2015.9667
759	combustion pressure	1.4681	-0.2452	3	217	383	18	2016.4444
760	combustion process	1.002	-0.1139	3	899	2925	202	2016.8218
761	combustion product	0.733	-0.1527	3	152	184	15	2015.2
762	combustion quality	0.9319	-0.2806	3	192	270	18	2016.7222
763	combustion rate	1.3129	-0.094	3	217	296	18	2018.0556
764	combustion result	1.1161	-0.2019	3	188	268	14	2015.8571
765	combustion stability	1.3585	-0.1884	3	205	302	15	2018.6
766	combustion temperature	0.9522	-0.1236	3	373	607	36	2016.6944
767	combustor	0.8443	-0.1443	3	323	627	49	2016.0816
768	come	0.9417	0.1028	3	265	473	27	2015.7037
769	coming year	0.0417	-0.7426	2	150	181	14	2016.5714
770	comment	-0.4937	-0.7745	2	64	78	13	2015.2308
771	commercial catalyst	-0.2792	0.6371	1	110	125	11	2016
772	commercial diesel fuel	0.777	-0.0293	3	345	547	39	2013.7179
773	commercial production	-0.6807	-0.3326	2	390	533	35	2015.8286
774	commercial scale	-0.5861	-0.4088	2	381	556	35	2015.9143
775	commitment	-0.3427	-0.818	2	279	419	29	2014.7241
776	commodity	-0.4966	-0.4919	2	473	722	54	2016.2963
777	commodity chemical	-0.5227	0.0504	4	171	192	14	2016.3571
778	common rail	1.2387	-0.1611	3	187	279	16	2015.375
779	common rail diesel engine	1.245	-0.2781	3	236	455	26	2017
780	common rail direct injection	1.4268	-0.2468	3	341	825	34	2018.1765
781	common rail direct injection diesel engine	1.4328	-0.2276	3	174	292	13	2018.3846
782	common rail injection system	1.1043	-0.2073	3	168	255	19	2016.3158
